기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS200024,스포츠클럽,66015545,248,66015545,0,24410988,11141434,10508944,8688347,11265832,0,0,0,75933,9910106,9791801,33201398,13036307,46388962,19626583,0,11510119,32622175,7128270,6558461,8196520,248,0,99,55,30,23,41,0,0,0,7,53,16,130,42,123,125,0,97,89,16,37,9
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS200028,미용실,1136305675,19289,779291291,357014384,123949371,129294643,150057189,148924944,227065144,198839621,158174763,0,6962477,245175695,365971628,468466418,49729457,491859814,644445861,7420249,400219873,307767867,140222060,206403992,74271633,13526,5763,2427,2343,2741,2591,3424,3398,2365,0,332,4642,5984,7939,392,10595,8694,139,7093,5188,2468,3268,1134
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS200029,네일숍,66276182,937,46413703,19862479,7494342,17250247,5568117,5159587,10941410,15011997,4850482,0,0,6999933,28432913,29359057,1484279,11073070,55203112,277917,18143896,28232802,8605966,8026813,2988788,674,263,124,145,104,121,180,159,104,0,0,143,315,448,31,132,805,10,244,300,152,125,106
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS200030,피부관리실,175456259,1022,137149752,38306507,24341369,23323088,30154645,14154068,45176582,34567553,3738954,577556,8959619,51112334,26127433,72554927,16124390,35375691,140080568,402237,36676999,108653916,9937795,10606339,9178973,856,166,196,122,169,185,184,120,46,4,17,202,308,441,50,182,840,13,433,324,75,143,34
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS200034,여관,807367284,28785,434454165,372913119,85429561,81019357,82050951,85644532,100309764,178000752,194912367,306684876,97338517,34666608,74246345,142151810,152279128,527268884,252686564,19574028,365625453,173846341,122568204,73852922,24488497,17678,11107,3445,3588,3398,3474,3773,5381,5726,6690,1482,2239,4392,7458,6524,19284,9161,786,16555,6766,2360,1534,445
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS200037,노래방,435365967,57666,265359141,170006826,42912233,43185325,52615809,50205114,76440660,95733938,74272888,101932850,5432117,11836043,38770047,122035874,155359036,248190690,173468272,21701331,202972313,86919740,39730539,51282354,19052681,35581,22085,6317,6033,6852,6876,9503,12308,9777,6718,662,2713,7611,21864,18098,30655,26908,4377,35513,9845,2534,4632,662
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300001,슈퍼마켓,2030098193,148201,1464516370,565581823,277647467,280439697,267638651,313190891,325599664,299234878,266346945,11330182,196064272,441223458,574438425,674072692,132969164,843769004,1185391538,32602538,285888799,315305624,285219902,472743715,637399963,110406,37795,21249,21804,21419,22212,23722,19180,18615,1466,17026,26977,36910,52125,13697,61429,86738,9787,28006,22196,20490,33165,34522
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300002,편의점,5850674232,1054088,4198212605,1652461627,801133606,830690975,811758939,827406546,927222539,871512234,780949393,778211917,881471579,751098984,751795364,1518166453,1169929935,3418991099,2402442494,109347877,2410684144,1461131313,750684562,763042168,326543529,769988,284100,146330,152893,149515,154863,166387,152421,131679,105768,193801,151631,147063,273684,182141,581211,471399,24512,463283,258692,125969,130955,49196
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300007,육류판매,157904483,1653,128938662,28965821,8848186,17937520,20915624,30277294,50960038,28965821,0,0,1635123,2717328,9657045,125502497,18392490,75960525,65465224,0,14204829,21117796,33781106,59793817,12528202,1329,324,185,238,300,220,386,324,0,0,119,118,151,1109,156,818,770,0,529,313,500,135,111
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300010,반찬가게,158054787,1320,153868012,4186775,45969757,20942409,52603768,1867521,32484557,4186775,0,0,46534849,25416494,86103444,0,0,120593350,37461437,0,0,523560,56554294,68262597,32714336,981,339,287,52,144,144,354,339,0,0,339,249,732,0,0,483,837,0,0,52,288,444,536
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300011,일반의류,2112030748,32963,1443859127,668171621,298781204,239988211,282643478,303495835,318950399,365075565,303096056,1643727,14823502,283941599,800441540,900056923,111123457,271491563,1840539185,39242022,904772832,320887021,224712725,442771737,179644411,22423,10540,4134,4191,4291,4644,5163,5790,4750,43,214,5191,10405,14626,2484,4238,28725,946,14926,4979,3217,6107,2788
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300014,신발,3011097332,12043,877610937,2133486395,136324980,121596049,221350654,156824435,241514819,1822697037,310789358,0,0,875404284,1084522545,906520596,144649907,2252015822,759081510,0,632411172,243478495,1905614034,150744348,78849283,7946,4097,1412,1357,1551,1578,2048,1939,2158,0,0,1911,4098,5231,803,4310,7733,0,5980,2363,1559,1446,695
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300016,안경,346940626,8987,249766654,97173972,46171611,51066407,49763936,49016703,53747997,62809069,34364903,0,13145759,63214253,100630767,145629052,24320795,83247666,263692960,8050381,176368359,57082867,22594935,61890637,20953447,6492,2495,1139,1362,1321,1209,1461,1432,1063,0,284,1590,2425,3970,718,1595,7392,313,5477,1242,453,1219,283
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300017,시계및귀금속,230588322,1259,207008943,23579379,4005843,177783850,18089164,1296475,5833611,23003859,575520,0,20138222,177719411,10270334,22460355,0,197271315,16435758,0,1478211,169703275,1188801,9048389,32288397,1102,157,139,595,125,121,122,103,54,0,90,707,207,255,0,780,462,0,156,627,102,206,152
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300018,의약품,16793082631,392897,15956675269,836407362,3106181323,3351245158,3137243746,4030438446,2331566596,721863002,114544360,0,3143753122,5802155552,5839473503,1980390689,27309765,8506159339,8286923292,18269728,1059344786,1815676257,3602819201,4168289276,6128683383,347514,45383,73507,68410,63785,70634,71178,33482,11901,0,64891,115930,127478,80898,3700,167542,225355,2404,79855,71342,60405,77986,100905
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300019,의료기기,36883034,91,31306564,5576470,1028119,0,199376,30079069,0,5576470,0,0,3023762,5547898,28311374,0,0,32119453,4763581,0,0,871200,19938,1207558,34784338,66,25,22,0,8,36,0,25,0,0,36,31,24,0,0,32,59,0,0,9,8,22,52
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300020,서적,333882847,13031,255059560,78823287,73712757,47209492,44973450,44602441,44561420,37902978,40920309,0,13394663,58802860,119569127,131355435,10760762,153648882,180233965,10020103,95043747,40127481,53825208,86628741,48237567,9631,3400,2098,1955,1996,1828,1754,1620,1780,0,545,2586,3991,5434,475,5216,7815,451,4391,1814,2093,3253,1029
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300021,문구,565904119,51131,398796463,167107656,83352040,75351392,76635353,77906906,85550772,95407648,71700008,0,15156394,120749499,163411879,218898498,47687849,194689225,349672909,16062599,244152681,95380639,86641325,79167893,22956999,37017,14114,7333,7138,7364,7592,7590,8158,5956,0,1557,10211,14533,20636,4194,16342,33924,1823,25134,8734,6460,6145,1971
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300022,화장품,10883715723,569104,7860401907,3023313816,1674661840,1467143765,1605556807,1527964670,1585074825,1583085923,1440227893,554008,326542656,1797639234,2643419564,4469173184,1646387077,2757187370,8114829320,184899197,5129918894,2243493766,1026319304,1575146272,712239257,410940,158164,81959,79385,82094,80562,86940,84482,73682,13,17249,99834,132991,239441,79576,135783,433283,14747,278744,128623,50843,70731,25377
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300028,화초,37628237,1050,27204162,10424075,8875096,3876888,4101950,3842918,6507310,6953588,3470487,0,3813421,9567757,11644938,11972616,629505,16470170,20812554,164219,15621515,9162571,7286255,3965784,1082380,749,301,161,141,133,158,156,186,115,0,77,264,269,413,27,429,615,5,492,264,140,112,32
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300029,애완동물,69676764,2238,46843953,22832811,10928865,8536703,6068253,8562594,12747538,11396294,11436517,2196130,7952116,22537375,13727428,18843716,4419999,24184663,45492101,47147,5763088,23563047,14590503,17725803,7987176,1470,768,319,310,273,249,319,408,360,78,162,653,518,643,184,692,1546,5,248,640,516,602,227
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300033,철물점,69126722,3067,58994156,10132566,8788489,10317100,15099357,12646368,12142842,8197522,1935044,0,9660784,10633180,24232855,24599903,0,32803852,14737902,0,2290486,10585306,4664785,19311338,10689838,2589,478,423,459,654,558,495,390,88,0,535,706,1130,696,0,1536,653,0,212,568,368,600,448
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300036,조명용품,1571753714,42616,1488906801,82846913,219925304,226668561,392129762,301609089,348574085,82846913,0,0,442041237,490204781,487555939,151951757,0,853333635,347576256,0,12594005,79526072,202791884,433467747,472530182,39673,2943,8192,7814,8160,8154,7353,2943,0,0,7571,14260,13995,6790,0,23847,11227,0,965,3324,4785,10048,15953
20231,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300043,전자상거래업,166393610,12699,151446062,14947548,32957469,24007385,21476314,33152546,39852348,14947548,0,0,93480,115757870,12743608,37798652,0,66339445,76491926,0,69517884,33389172,2292946,23952124,13679244,11789,910,2784,2015,1639,2633,2718,910,0,0,85,9027,1123,2464,0,5158,6074,0,5697,2622,303,1554,1056
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100001,한식음식점,2168523013,100623,1708241428,460281585,272486003,354457608,336671355,375723006,368903456,267537420,192744165,41701138,56516053,702158764,277720312,811196685,279230061,881266015,994693541,16377646,572647644,395605890,276607456,326660248,288060665,82924,17699,14749,16792,16360,18057,16966,8938,8761,719,2121,39050,15591,36359,6783,35115,60222,1821,41203,17847,10932,14692,8843
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100002,중식음식점,39980712,3025,30003858,9976854,8495901,7103240,7309807,666345,6428565,4974267,5002587,0,173250,12872123,7739600,16890185,2305554,7313802,32666910,1844365,24937871,4017881,2369433,6106111,705051,2302,723,659,537,546,53,507,360,363,0,10,980,626,1269,140,473,2552,168,1988,236,169,424,40
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100003,일식음식점,152868628,5592,113719626,39149002,16252618,24951560,23314921,23087742,26112785,16710017,22438985,77046,0,50759977,17278026,79342386,5411193,48593394,89047632,2243189,63025049,32515428,17563941,17191484,5101937,4284,1308,694,873,896,889,932,589,719,3,0,2214,586,2654,135,1609,3682,122,2651,1088,634,615,182
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100004,양식음식점,29199414,1855,21213792,7985622,4393689,4712498,4039003,3686723,4381879,3281827,4703795,0,0,8937231,6244698,13128453,889032,7834672,20721203,984289,14197306,3896089,3910384,4995833,571974,1388,467,274,311,278,266,259,219,248,0,0,549,440,803,63,422,1411,67,968,279,175,311,33
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100005,제과점,229995713,31076,180232912,49762801,34114579,37366384,33241022,36796712,38714215,29293331,20469470,0,54595071,48356125,41112781,66490903,19440833,54520348,163880032,2461932,73274719,40912089,32521691,41023381,28206568,24825,6251,4988,5067,4695,5045,5030,3613,2638,0,8426,6009,5042,8901,2698,6234,24306,476,12214,5822,4073,4900,3056
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100006,패스트푸드점,273934390,20020,217269375,56665015,35576938,35435018,39261148,38413292,68582979,25305986,31359029,362257,4239607,74313941,60818673,122119369,12080543,83663718,134678072,3917838,88684489,43763898,33280127,35736974,12958463,15431,4589,3061,2960,3108,3022,3280,2140,2449,14,539,5661,3729,9158,919,6448,13039,440,9216,3851,2712,2335,935
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100008,분식전문점,782340316,81921,578002749,204337567,109698929,120980893,107013252,117821359,122488316,112994923,91342644,4492042,52266945,216040299,159771331,294716374,55053325,270501137,470044017,23683211,293489341,142108100,109176014,123429127,48659359,62799,19122,12306,12841,11971,12946,12735,10710,8412,507,7327,21888,15822,29863,6514,26280,54203,2206,34330,15747,10981,11989,5234
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100009,호프-간이주점,11058081,106,9419194,1638887,105735,1207137,4669946,793010,2643366,1638887,0,6176665,0,0,0,1321683,3559733,9507306,1550775,0,1594831,0,2907702,5233865,1321683,88,18,9,9,35,9,26,18,0,53,0,0,0,9,44,62,44,0,35,0,9,53,9
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS100010,커피-음료,1250952750,182649,909150219,341802531,185471971,183137010,178061286,178026879,184453073,198784403,143018128,382462,149071091,344179230,338754670,370166099,48399198,378903796,837109811,30106914,550479985,286943277,143154217,149024135,56305083,137001,45648,26726,26997,27986,27601,27691,25208,20440,26,29291,53073,47456,47322,5481,59750,119993,2819,83920,43145,21611,20899,7348
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200001,일반교습학원,36067172,98,36040364,26808,5495523,0,21805616,5348084,3391141,26808,0,0,3511774,19540388,5821681,7193329,0,12684385,23382787,0,15112693,4494714,11469114,2457348,2533303,90,8,24,0,31,18,17,8,0,0,22,19,26,31,0,54,44,0,23,17,41,13,4
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200003,예술학원,187879715,955,147083691,40796024,25975793,38615820,23612297,29859065,29020716,29897731,10898293,779275,5696961,42692816,38773828,81202229,18734606,71250668,116629047,396258,73789783,32942286,49032606,26270320,5448462,741,214,130,166,119,178,148,176,38,5,36,182,212,446,74,355,600,2,368,174,265,129,17
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200005,스포츠 강습,221865213,854,199777743,22087470,36690530,39648736,24821688,41502545,57114244,8050362,14037108,0,19364573,59225253,55596518,83951796,3727073,44428553,170525787,0,91108081,22983660,42550731,50067037,8244831,750,104,156,150,99,193,152,56,48,0,85,166,246,323,34,129,717,0,446,106,89,164,40
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200006,일반의원,2980454026,61789,2623053572,357400454,583175826,549729417,418811597,481628322,589708410,357400454,0,0,439924092,1080240984,940696949,519592001,0,943152447,2037301579,12166287,637119667,489537046,489438183,692796904,659395939,55741,6048,12806,10967,8522,10912,12534,6048,0,0,10025,19678,21784,10302,0,19362,42427,618,18454,10694,8424,12041,11558
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200007,치과의원,5567531061,34437,5012074167,555456894,1187967097,1177300987,808924687,485142817,1352738579,555456894,0,0,541159879,1945607724,1914057525,1165624658,1081275,2204403481,3363127580,22636350,867335420,947026662,1035986765,1484114448,1210431416,30608,3829,6847,6806,5925,2921,8109,3829,0,0,3583,10055,12854,7916,29,12647,21790,210,7602,6628,5913,8497,5587
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200008,한의원,504314744,17203,413551004,90763740,113641523,67533121,89100241,66464334,76811785,64318257,26445483,0,42863263,171693706,154477810,135173744,106221,170243625,334071119,0,62874014,75516574,146157104,124609056,95157996,14018,3185,2866,2091,3345,2761,2955,2159,1026,0,1937,5665,4676,4907,18,7133,10070,0,2362,3551,2590,4851,3849
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200028,미용실,642244700,11108,440098521,202146179,78723836,64807519,99196050,72121195,125249921,143049631,59096548,0,2794805,137461199,219088739,257097518,25802439,214255065,419363810,2653399,158393639,162717003,129675615,119052051,61127168,8044,3064,1444,1344,1638,1583,2035,2069,995,0,107,2843,3668,4289,201,4556,6529,71,3462,2949,1797,1790,1015
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200029,네일숍,7297081,274,5563122,1733959,361242,1806208,939228,2456444,0,1733959,0,0,288993,4768390,1300470,939228,0,1733961,5563120,0,1372719,1661711,866980,1155973,2239698,187,87,14,58,43,72,0,87,0,0,14,160,57,43,0,87,187,0,44,73,43,57,57
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200030,피부관리실,435381213,1501,321424700,113956513,38035332,72450062,52076983,61785383,97076940,97932451,16024062,0,8890096,70323141,163388569,163916517,28862890,67068611,368312602,92567,192815468,143255834,28853489,48867142,21496713,1213,288,246,293,240,233,201,219,69,0,54,322,455,621,49,189,1312,7,656,476,159,150,53
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200031,세탁소,18863319,728,15150224,3713095,4209498,3137269,2607772,1217842,3977843,3143886,569209,0,2309929,5658996,6042881,4447772,403741,4566909,12324035,0,7803457,4752233,1614965,2117986,602302,602,126,173,152,106,65,106,106,20,0,39,225,198,239,27,199,516,0,376,139,66,113,21
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200034,여관,430849794,18811,299258770,131591024,42003286,46914318,79298197,70524192,60518777,68579389,63011635,124380777,18727629,31824619,71007186,96354426,88555157,260178479,122816542,5558569,147874745,81616057,56748042,69755660,21441947,12411,6400,2500,2521,2692,2359,2339,3379,3021,3783,519,1680,3497,5376,3956,12224,6412,295,11547,4237,1078,1085,393
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS200037,노래방,100884456,5890,68525668,32358788,13154442,10660463,19161057,5657460,19892246,24898851,7459937,5037236,240045,1976843,3865433,28500528,61264371,87350909,13533547,1292497,14098094,3516189,9438015,52699944,19839717,4254,1636,708,882,851,764,1049,906,730,230,61,691,1370,2006,1532,2578,3312,301,3805,580,258,692,254
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300001,슈퍼마켓,263639887,33101,192370384,71269503,41894004,38313167,38575805,32998465,40588943,37204430,34065073,15796928,15657408,32308089,48808110,97064482,54004870,65381044,198258843,3897536,124946976,50952767,23018447,44923400,15900761,24682,8419,4997,5037,4854,4733,5061,4439,3980,1811,2114,4327,6120,11762,6967,7124,25977,654,17584,6173,2536,4293,1861
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300002,편의점,3099338979,493814,2216450562,882888417,410637394,439114998,417869467,448795526,500033177,452308160,430580257,356617337,345830066,331253937,375299365,930487609,759850665,1575934161,1522435511,25005995,1086097202,848554747,513154499,424573540,200983690,363304,130510,69218,72331,71146,73858,76751,66668,63842,50091,67482,62899,64934,141812,106596,227144,266599,5969,204879,128650,66361,60214,27670
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300011,일반의류,22733694,2034,20368929,2364765,9009066,2303415,1463870,5390145,2202433,1666761,698004,0,345865,6380385,6618245,9389199,0,9088852,13392785,0,10092456,673839,5276526,5351733,1087084,1833,201,514,348,213,407,351,103,98,0,49,708,299,978,0,509,1506,0,1313,108,85,347,162
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300014,신발,723000000,4171,475713899,247286101,0,135306896,118460120,83196546,138750337,139651409,107634692,0,0,185430119,315185819,222384062,0,314366582,408633418,4355880,223014399,309254131,108400145,48130899,29844546,2692,1479,0,804,633,493,762,783,696,0,0,1014,1691,1466,0,1845,2326,29,1270,1813,655,211,193
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300015,가방,8405168,1663,8405168,0,1496963,2605823,1430431,1607849,1264102,0,0,0,221772,3271141,1674380,3237875,0,2295343,6109825,88709,5577571,121975,831646,1574583,210684,1663,0,288,488,288,355,244,0,0,0,44,643,333,643,0,421,1242,22,1132,22,133,310,44
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300018,의약품,3551612095,189604,3180484550,371127545,679844113,648084941,495708564,627736651,729110281,368923505,2204040,0,411514484,1127496305,1311364412,700906927,329967,1266593999,2279887109,9587505,681349743,1168367096,550661777,619879694,516635293,170444,19160,37621,34150,25533,34227,38913,18829,331,0,26990,57718,59870,44985,41,57985,131429,1157,59155,37501,24186,37420,29994
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300022,화장품,529807603,17477,257042777,272764826,40960713,51902961,74777602,43591866,45809635,109222580,163542246,0,3410382,99292367,118085350,165201157,143818347,162820700,340707285,1524257,168968331,114349359,122574721,40935152,55176167,11769,5708,1892,2791,2431,2513,2142,2724,2984,0,130,3111,5052,6829,2355,3099,14112,273,7774,4412,2389,1576,789
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300028,화초,15475629,412,12803311,2672318,2190996,1966072,3114637,4063681,1467925,2212555,459763,0,2025382,3289847,4238830,5921570,0,6353342,8128363,0,5507684,1542255,3181173,3540096,710497,329,83,65,47,71,97,49,67,16,0,42,75,109,186,0,166,232,0,192,64,67,63,12
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300029,애완동물,71317042,174,35395419,35921623,3176860,5244707,12360296,1166774,13446782,28279830,7641793,0,0,11032368,23929842,36354832,0,20874859,50442183,374869,29024948,14342079,9663431,7919047,9992668,90,84,12,12,24,12,30,66,18,0,0,30,46,98,0,64,110,6,63,29,24,34,18
20231,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300031,가구,56810566,301,43230351,13580215,34176874,0,0,9053477,0,13580215,0,0,13580215,42249558,0,980793,0,34176874,22633692,0,980793,0,0,33196081,22633692,225,76,150,0,0,75,0,76,0,0,75,150,0,76,0,150,151,0,75,0,0,75,151
20231,D,발달상권,3120103,홍대입구역(홍대),CS100001,한식음식점,30422006448,871097,18444822395,11977184053,3247020928,3109565726,3459596901,3621034082,5007604758,6736683862,5240500191,5372027597,645331006,3017561785,1813315369,10213911565,9359859126,15084699941,13483468596,826318986,14615086492,7755547374,2460257534,2135473387,775484759,552754,318343,100366,99145,106601,107926,138716,173248,145095,159040,25563,172632,95684,236346,181832,420670,416879,31960,435858,195733,72259,75877,25876
20231,D,발달상권,3120103,홍대입구역(홍대),CS100002,중식음식점,1203258607,33464,825103824,378154783,154833594,140154538,160626843,151330196,218158653,225079446,153075337,97067357,19114367,249559224,116018222,445632048,275867389,642186514,462756183,14367278,505967299,329467150,120084543,95890012,39166414,24304,9160,4749,4355,4920,4643,5637,5315,3845,2247,562,10580,4804,10557,4714,17734,13569,537,13677,9175,3295,3116,1503
20231,D,발달상권,3120103,홍대입구역(홍대),CS100003,일식음식점,7497259286,200789,4753293143,2743966143,845576696,901959034,912259123,852265011,1241233279,1581736052,1162230091,526461124,3919329,1076455486,722601382,3231455980,1936365985,3608161633,3498974069,137728512,3251957839,2306863811,713158169,541019094,156408282,130266,70523,23947,24514,24755,24549,32501,38584,31939,14546,295,49983,28746,76148,31071,88727,106091,6190,96355,52261,17503,17817,4691
20231,D,발달상권,3120103,홍대입구역(홍대),CS100004,양식음식점,8981828510,286392,4403373798,4578454712,660713427,775069403,849958137,794103621,1323529210,2403375151,2175079561,1821392193,31569641,1106013194,1008259521,2787800513,2226793448,3326196365,5302771134,197773598,4225442804,2616175173,811970178,618803809,158801945,124828,161564,19022,22879,24169,21879,36879,76203,85361,89337,1212,36583,29725,70080,59455,91602,190136,8802,151841,79024,20698,17317,4059
20231,D,발달상권,3120103,홍대입구역(홍대),CS100005,제과점,800541753,93302,490065469,310476284,86683607,103306371,97986514,89839332,112249645,172752205,137724079,161231,3514542,132155098,247813958,337740779,79156145,268005523,518033049,38931960,370527827,197041538,85010683,74657752,19868810,58813,34489,10809,12000,11727,11368,12909,18234,16255,11,344,14280,28466,41112,9089,30915,61611,5412,43736,23140,9800,8368,2067
20231,D,발달상권,3120103,홍대입구역(홍대),CS100006,패스트푸드점,2339824564,158306,1476396909,863427655,269066551,269918569,289240237,270276465,377895087,473664531,389763124,133700071,57030845,567187690,450195490,934279189,197431279,1151098197,1076473921,61529007,1018729573,572630867,252334592,248216902,74131170,105641,52665,19702,20151,21038,20637,24113,27916,24749,13335,5581,40428,31680,54423,12859,79207,76144,5805,72252,36984,17014,18385,4912
20231,D,발달상권,3120103,홍대입구역(홍대),CS100007,치킨전문점,51712006,1145,27585538,24126468,703017,2504353,3892896,6895995,13589277,17022547,7103921,5420605,0,0,0,11995526,34295875,30807213,18425036,1311535,22837055,16352205,4051645,4348548,331260,632,513,19,73,74,163,303,346,167,116,0,0,0,287,742,676,418,38,527,335,100,85,10
20231,D,발달상권,3120103,홍대입구역(홍대),CS100008,분식전문점,2267050551,144136,1407537376,859513175,226023932,274714997,246488217,302867231,357442999,489798287,369714888,323275303,44074031,408220849,286300887,700526136,504653345,1048874022,1111757201,44593474,909398518,551697793,319742074,263020305,72179065,96097,48039,15805,18844,17347,20578,23523,26504,21535,12131,4852,34060,23124,46866,23103,61129,78731,3880,61887,35799,18211,15472,4608
20231,D,발달상권,3120103,홍대입구역(홍대),CS100009,호프-간이주점,17241498918,456388,9648602719,7592896199,1706537567,1650076162,1721975048,1765661433,2804352509,4148755607,3444140592,7387388913,199672557,6075547,54147216,2406488504,7187726181,9397004305,7471777383,992139094,10135352672,3633815912,931210710,970494414,205768894,246018,210370,45366,41169,43709,44096,71678,111909,98461,217874,7983,221,1581,57077,171652,249271,204848,23166,291062,92843,19704,22396,4947
20231,D,발달상권,3120103,홍대입구역(홍대),CS100010,커피-음료,13776934924,1143797,8421936258,5354998666,1514194481,1556530809,1627759195,1525322987,2198128786,2981052067,2373946599,220732972,417174305,3308609073,4671379438,4378735262,780303874,4154140274,9062484743,531034710,6011058137,3341160098,2085710977,989055836,258605263,748180,395617,133083,146368,152200,149061,167468,221219,174398,6898,91390,309995,370111,316116,49287,365868,760261,50084,542297,279304,140175,92450,21824
20231,D,발달상권,3120103,홍대입구역(홍대),CS200001,일반교습학원,71122738,196,45815283,25307455,6856430,16081912,791983,5061268,17023690,7591901,17715554,0,5901856,31626706,21780478,0,11813698,40802603,30320135,0,0,45912928,18353351,6856459,0,144,52,28,46,5,18,47,18,34,0,11,77,85,0,23,106,90,0,0,108,78,10,0
20231,D,발달상권,3120103,홍대입구역(홍대),CS200002,외국어학원,614395063,1157,428311713,186083350,105044096,81177415,57471874,41596246,143022082,144805197,41278153,1175620,90637108,91377219,184583805,244152509,2468802,252463505,357827592,0,34900129,179712199,168265612,159065690,68347467,904,253,190,196,169,209,140,223,30,6,154,233,347,393,24,345,781,0,216,359,236,225,90
20231,D,발달상권,3120103,홍대입구역(홍대),CS200003,예술학원,3686617920,21184,2918880255,767737665,538136945,750507734,679793115,502547494,447894967,606212670,161524995,0,210474151,438524037,888062591,1658848307,490708834,1312814592,2369992648,33912072,615014483,391676254,1041078499,1382616678,218509254,17209,3975,3126,4045,3331,3801,2906,3070,905,0,653,1650,4172,14001,708,5305,15871,907,6898,3013,4334,5644,380
