기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20231,A,골목상권,3110509,연희대우아파트앞,CS100001,한식음식점,1317549488,56227,1016478145,301071343,108549022,178430295,343259647,109434552,276804629,140113909,160957434,19694289,33995661,477102270,162665876,255402093,368689299,553023471,671422516,13381724,147271127,134728971,120958659,232736016,575369486,38798,17429,6933,7070,8264,7975,8556,7784,9645,2098,3096,24024,10316,13892,2801,32571,20951,1900,11115,10206,7777,13349,9178
20231,A,골목상권,3110509,연희대우아파트앞,CS100004,양식음식점,31509819,1978,21568137,9941682,1800378,2928825,5815613,6063670,4959651,6728919,3212763,0,0,13284076,5550682,11785518,889543,12394602,17484522,924326,11760674,9045434,2715142,3508930,1924617,1283,695,151,129,335,381,287,396,299,0,0,750,396,747,85,830,1088,52,838,547,170,233,78
20231,A,골목상권,3110509,연희대우아파트앞,CS100005,제과점,1884557,337,1683862,200695,158967,358074,778939,135123,252759,200695,0,0,411327,296076,536516,640638,0,470941,1246701,0,1120720,282564,69548,177248,67561,251,86,36,40,79,32,64,86,0,0,16,48,127,146,0,60,273,0,250,44,4,32,4
20231,A,골목상권,3110509,연희대우아파트앞,CS100006,패스트푸드점,135679432,16466,101670815,34008617,20147060,18103715,21401274,21592548,20426218,17893212,16115405,0,6425752,36461214,27872974,46264135,18655357,64815742,64835974,4476219,51355680,35166131,18008266,14658273,5987147,12369,4097,2454,2216,2606,2565,2528,2148,1949,0,835,4402,3435,5689,2105,7498,8680,602,6502,4250,2293,1828,702
20231,A,골목상권,3110509,연희대우아파트앞,CS100007,치킨전문점,75077630,6970,58291826,16785804,9752228,12557442,10477007,12872881,12632268,9937090,6848714,908173,0,0,6669720,47238225,20261512,32078157,42999473,3108579,25765884,22180922,9351551,11211935,3458759,5473,1497,968,1189,1012,1218,1086,954,543,88,0,0,821,4197,1864,2636,4334,402,2650,1922,819,924,253
20231,A,골목상권,3110509,연희대우아파트앞,CS100008,분식전문점,7109258,265,4687998,2421260,499553,902096,1221630,922599,1142120,1829696,591564,2264742,243526,121513,439547,1650175,2389755,3461369,3033824,139015,1649176,1221130,1316141,1752687,417045,175,90,20,40,45,35,35,60,30,85,10,5,20,55,90,130,110,5,65,45,40,65,20
20231,A,골목상권,3110509,연희대우아파트앞,CS100010,커피-음료,433262809,76059,288797428,144465381,58271634,61460327,52759800,57656579,58649088,78546312,65919069,0,45574279,119991021,118010226,127370453,22316830,155459014,263030689,13740602,177359108,112621936,49674820,44649521,20443718,52179,23880,10532,11233,9870,10124,10420,12489,11391,0,9856,20564,20761,21193,3685,28816,46346,2454,31527,21403,8879,7764,3138
20231,A,골목상권,3110509,연희대우아파트앞,CS200007,치과의원,623166050,3677,596430747,26735303,107504813,100957750,133179905,144529598,110258681,26735303,0,0,89534430,158247360,261522449,113861811,0,373829458,249336592,1648589,10300867,81111854,127507832,267168803,135428105,3598,79,804,645,658,884,607,79,0,0,679,804,1428,766,0,1836,1841,31,205,460,705,1334,942
20231,A,골목상권,3110509,연희대우아파트앞,CS200028,미용실,23798011,851,19159982,4638029,5778210,4836679,3150135,3684262,1710696,3554626,1083403,0,3649203,5218627,5749536,8252912,927733,11521218,11844374,141322,5741539,5964736,3658559,6450544,1408891,631,220,135,175,157,88,76,159,61,0,70,216,191,357,17,494,352,14,279,200,99,189,65
20231,A,골목상권,3110509,연희대우아파트앞,CS300001,슈퍼마켓,743045688,71073,533431031,209614657,102388793,104751912,106397021,103953810,115939495,117246616,92368041,54807675,49860758,97379703,124870532,276114814,140012206,353756016,372839460,3351513,203784168,200124319,128205462,105532120,85597893,51349,19724,10201,10297,10230,9909,10712,10442,9282,6532,5752,9305,11310,24150,14024,35196,35389,645,20564,20781,11534,9489,7572
20231,A,골목상권,3110509,연희대우아파트앞,CS300002,편의점,246709906,45770,171584763,75125143,32520320,34820242,31965192,35265833,37013176,38125086,37000057,34848581,30874106,30328276,30856211,66824728,52978004,114771136,131938770,10303805,102274663,66017154,35537282,26222723,6354279,32211,13559,6114,6489,6272,6534,6802,6661,6898,5713,6687,6291,6388,11889,8802,20206,25564,2693,19059,11215,6132,5442,1229
20231,A,골목상권,3110509,연희대우아파트앞,CS300003,컴퓨터및주변장치판매,406322075,115,0,406322075,0,0,0,0,0,406322075,0,0,0,0,0,406322075,0,406322075,0,0,0,406322075,0,0,0,0,115,0,0,0,0,0,115,0,0,0,0,0,115,0,115,0,0,0,115,0,0,0
20231,A,골목상권,3110509,연희대우아파트앞,CS300011,일반의류,2226916,73,1659355,567561,108313,43325,1325751,82318,99648,225292,342269,0,0,0,1737341,489575,0,233956,1958299,0,324940,1823991,0,0,43325,33,40,4,4,8,9,8,22,18,0,0,0,34,39,0,17,52,0,27,38,0,0,4
20231,A,골목상권,3110509,연희대우아파트앞,CS300018,의약품,68241851,7211,55964618,12277233,14318086,7295987,9796956,10692730,13860859,12277233,0,0,8500008,19057050,19491078,21193715,0,27584660,39296538,584650,13643584,13610337,9725071,11721327,17596229,6107,1104,1681,865,1316,1254,991,1104,0,0,865,1968,2132,2246,0,2934,4252,102,1841,1816,1078,1243,1106
20231,A,골목상권,3110511,연희초등학교,CS100001,한식음식점,29688828,2356,29688828,0,6070851,6163611,5080020,6227737,6146609,0,0,0,0,21533415,643056,7512357,0,15784228,13904600,0,16218144,4996161,1304683,5973713,1196127,2356,0,460,495,483,500,418,0,0,0,0,1712,60,584,0,1066,1290,0,1241,404,60,542,109
20231,A,골목상권,3110511,연희초등학교,CS100008,분식전문점,62562484,5197,62562484,0,13068181,13765109,9890188,16171835,9667171,0,0,0,1133669,38052290,7257347,16119178,0,43052192,18546983,165405,26291779,16514125,2973282,12113513,3541071,5197,0,1066,1146,880,1299,806,0,0,0,105,3059,521,1512,0,3619,1529,12,2392,1240,234,956,314
20231,A,골목상권,3110511,연희초등학교,CS100010,커피-음료,76164120,10315,69071183,7092937,10752366,12673940,18632975,14321402,12690500,4844665,2248272,0,18305447,34090754,11527023,11749729,491167,42269415,29966503,190008,18702788,13447102,4203715,21036269,14656036,9169,1146,1768,1597,1816,1982,2006,761,385,0,3062,3859,1888,1448,58,4955,5169,31,2719,1805,615,3702,1250
20231,A,골목상권,3110511,연희초등학교,CS200006,일반의원,333930717,15175,278601710,55329007,47502318,57125148,44915632,45288188,83770424,55329007,0,0,124494054,104442701,88038152,16955810,0,118656819,215273898,0,41958106,62090943,62551921,85359232,81970515,13358,1817,2969,2756,2543,1666,3424,1817,0,0,5332,4513,3937,1393,0,7971,7204,0,1763,2686,2597,3435,4694
20231,A,골목상권,3110511,연희초등학교,CS200007,치과의원,225397510,2232,214349360,11048150,71697181,58972217,8995335,35566526,39118101,11048150,0,0,37621462,65118946,94685241,27971861,0,147840052,77557458,0,2287540,32656610,60521917,31947459,97983984,2005,227,571,525,99,509,301,227,0,0,595,539,935,163,0,1373,859,0,31,254,387,601,959
20231,A,골목상권,3110511,연희초등학교,CS200028,미용실,18956388,455,13637696,5318692,1354409,4364711,1868746,3817664,2232166,5318692,0,0,0,3381058,7052811,8522519,0,9291740,8202530,112096,1505494,4508110,2668439,3254020,5446112,359,96,24,131,45,110,49,96,0,0,0,121,201,133,0,316,134,5,69,111,84,69,113
20231,A,골목상권,3110511,연희초등학교,CS200031,세탁소,22601729,2181,12482545,10119184,3112315,2546439,1248254,3262105,2313432,4393857,5725327,3711477,416085,4710081,2779446,6108125,4876515,11683662,10252331,0,14979054,4277352,233008,2280145,166434,1250,931,284,250,167,316,233,400,531,333,51,400,333,616,448,1166,982,0,1415,466,17,233,17
20231,A,골목상권,3110511,연희초등학교,CS300001,슈퍼마켓,68277829,10328,48239542,20038287,9689044,10600240,8515443,10298524,9136291,10219043,9819244,1856737,11019040,12725504,10973471,22429550,9273527,43631924,22588013,128431,16367763,13816301,4623127,10333403,20950911,7262,3066,1442,1655,1371,1381,1413,1595,1471,345,1683,1692,1564,3399,1645,7136,2917,38,3156,2234,690,1443,2492
20231,A,골목상권,3110511,연희초등학교,CS300002,편의점,1217801285,193685,911462471,306338814,180695597,176623046,169418467,189822265,194903096,154883280,151455534,150774942,150620472,147875906,154916763,332929338,280683864,771123641,446677644,6789471,446118713,374769725,169813762,143737894,76571720,146255,47430,28396,29403,28424,30418,29614,24085,23345,19753,27763,26780,26966,51242,41181,119968,73717,2087,76393,58776,23422,22798,10209
20231,A,골목상권,3110520,경의중앙 신촌역,CS100001,한식음식점,2641262805,76563,1922629247,718633558,385482844,193326000,487941012,411338861,444540530,330527219,388106339,162710090,1260784,404833567,311097238,1136146716,625214410,1121828390,1029397326,39108543,1056212012,327704715,285467094,323937897,118795459,51814,24749,10836,8783,10701,10897,10597,10793,13956,541,78,18073,15722,37489,4660,31522,39874,1805,38864,11665,5051,10798,3214
20231,A,골목상권,3110520,경의중앙 신촌역,CS100008,분식전문점,108969267,7234,73880959,35088308,8757876,11740616,13344858,13527734,26509875,19458239,15630069,5934244,11105459,15958690,22553671,41250138,12167065,35270159,56476430,1608917,41248704,18118340,13683375,14082794,3004459,4559,2675,530,940,929,1023,1137,1447,1228,275,124,1244,1779,3139,673,2349,4625,161,3644,1294,732,943,201
20231,A,골목상권,3110520,경의중앙 신촌역,CS100010,커피-음료,18066598,3402,12499963,5566635,2427039,2569702,2522226,2367789,2613207,2807783,2758852,0,2340265,4378153,5262803,5123964,961413,5156271,12910327,344108,9576465,3743364,2002320,1770388,629953,2433,969,470,493,506,494,470,500,469,0,493,784,1054,914,157,896,2506,74,1880,711,342,291,104
20231,A,골목상권,3110520,경의중앙 신촌역,CS200002,외국어학원,169371581,1333,159859035,9512546,42141841,37432406,18777390,35680849,25826549,9512546,0,0,16803728,59222728,26728453,51827271,14789401,65044588,90154006,2370242,52531528,12189480,26267279,58773139,3066926,1182,151,326,235,151,257,213,151,0,0,182,469,144,462,76,537,764,31,477,152,114,513,16
20231,A,골목상권,3110520,경의중앙 신촌역,CS200034,여관,25431591,3413,17427445,8004146,2261095,3345096,3371087,2365767,6084400,2466648,5537498,6258016,1252801,2014430,1109992,9451946,5344406,21636571,3795020,0,12896956,3872486,2104264,5113678,1444207,2270,1143,555,375,432,292,616,576,567,828,26,432,390,586,1151,2332,1081,0,2548,641,63,140,21
20231,A,골목상권,3110520,경의중앙 신촌역,CS300001,슈퍼마켓,48000000,4389,26105450,21894550,5415002,4646862,5178529,4782962,6082095,10729697,11164853,0,3500120,8884934,13604854,18283001,3727091,22550643,25449357,2544789,20908478,9369259,6346923,6034367,2796184,2452,1937,483,430,562,469,508,971,966,0,320,815,1274,1634,346,1943,2446,224,2049,901,509,516,190
20231,A,골목상권,3110520,경의중앙 신촌역,CS300002,편의점,113629711,19137,82109185,31520526,18257031,14207707,17044468,14835849,17764130,16315615,15204911,15283647,14227814,12362194,12426585,32383631,26945840,67935241,45694470,1917990,46690096,30518900,12383584,14201110,7918031,14075,5062,2793,2690,2969,2658,2965,2736,2326,2234,2468,2543,2479,5442,3971,10364,8773,362,9219,5041,1662,1635,1218
20231,A,골목상권,3110526,봉원사,CS100001,한식음식점,749242715,8413,726191210,23051505,72048117,274229600,34670907,309382858,35859728,23051505,0,0,38855405,417842174,232706657,52561070,7277409,71903321,54664668,143095,11954977,13779639,13431380,45854463,41404437,7564,849,1372,1867,1389,1568,1368,849,0,0,1794,4285,1062,1248,24,3382,2702,20,1039,925,717,2262,1122
20231,A,골목상권,3110526,봉원사,CS300002,편의점,525775631,78952,378023476,147752155,74300951,71199681,75777385,73177858,83567601,68856115,78896040,48109072,68971146,70174934,77195081,158133775,103191623,251946830,263693219,5518448,190897323,127520539,77297923,77731818,36673997,57997,20955,11133,11449,11891,11888,11636,9941,11014,6344,11865,10787,11846,23200,14910,33689,44840,1195,33578,17940,10449,10284,5084
20231,A,골목상권,3110566,경의선책거리,CS100001,한식음식점,1261025530,43276,804679301,456346229,133780655,124569287,147774848,176788809,221765702,273675754,182670475,76016930,7878042,268784221,139582413,455485026,313278898,569980802,519008439,15547004,387427133,325507962,197387804,114393924,48725417,28863,14413,5351,4937,5491,5664,7420,9077,5336,2414,308,13623,7642,12685,6604,19174,20596,1077,13761,11757,6390,4872,1908
20231,A,골목상권,3110566,경의선책거리,CS100003,일식음식점,77235508,4088,46385026,30850482,7444932,10025160,11183402,6063702,11667830,16873822,13976660,95013,100771,28040660,17222907,29626713,2149444,27086461,47692734,4605508,29693437,16404059,11383474,10899366,1793350,2546,1542,441,559,682,323,541,845,697,6,6,1596,841,1554,85,1433,2566,296,1509,724,629,757,86
20231,A,골목상권,3110566,경의선책거리,CS100004,양식음식점,609916103,11428,353491806,256424297,41313618,71607298,72198776,83704449,84667665,144136729,112287568,45410632,0,43246617,66829783,294177815,160251256,242103711,360298350,11431224,248972378,222002528,48705411,14248571,57041951,6195,5233,738,1374,1324,1159,1600,2858,2375,651,0,915,1558,5408,2896,4244,7132,268,5196,4297,757,309,548
20231,A,골목상권,3110566,경의선책거리,CS100005,제과점,88666473,4997,49023023,39643450,12393276,8074577,5670297,8283217,14601656,25179485,14463965,0,0,17263791,28307170,40078980,3016532,23138967,64174680,2731132,53601603,17771040,2539445,9861164,809264,2864,2133,573,459,361,526,945,1229,904,0,0,862,1743,2235,157,1218,3713,149,2958,980,182,599,65
20231,A,골목상권,3110566,경의선책거리,CS100008,분식전문점,434849009,41760,321493498,113355511,64161546,66907252,65889179,63688350,60847171,55194177,58161334,34075283,61492556,133429385,64431332,112029409,29391044,216922611,161854818,11606166,115688169,104845761,55315465,64769197,26552672,31947,9813,6145,6369,6728,6530,6175,4955,4858,2450,4075,13681,6759,11996,2799,22072,18034,1407,12864,9226,6271,7288,3052
20231,A,골목상권,3110566,경의선책거리,CS100009,호프-간이주점,379118429,8833,223190590,155927839,30818258,28994619,46694903,51971282,64711528,101324125,54603714,72587674,0,3905985,1301995,75590032,225732743,218891177,143116329,2665087,155680482,105816163,51921831,30255276,15668668,4804,4029,649,594,1154,993,1414,2564,1465,1726,0,186,70,1922,4929,5148,3557,146,4199,2507,903,598,352
20231,A,골목상권,3110566,경의선책거리,CS100010,커피-음료,2243674597,240638,1509906771,733767826,271646342,291339176,284691038,324473449,337756766,465599242,268168584,29131206,136974441,604541177,751458846,599195664,122373263,638662790,1519858816,125125169,1025719951,508226424,242881452,208428783,48139826,162544,78094,30093,30487,31803,34514,35647,45031,33063,2860,26367,71896,75017,54810,9688,83707,150374,10853,100727,65668,27717,22920,6199
20231,A,골목상권,3110566,경의선책거리,CS200003,예술학원,1590258912,2483,1003366426,586892486,106073150,181853084,221860446,200898478,292681268,334355081,252537405,0,52788188,541389440,250367214,697869509,47844561,775265005,814993907,4326412,60449665,44199430,691963102,743966501,45353802,1567,916,186,384,308,327,362,580,336,0,98,798,466,1023,98,965,1518,15,88,279,1042,1013,46
20231,A,골목상권,3110566,경의선책거리,CS200005,스포츠 강습,16007382,100,15550028,457354,3590227,4806788,1509267,2401107,3242639,457354,0,0,5145230,891840,4116184,5854128,0,2538313,12234214,0,1417797,2423975,4939421,5991334,0,95,5,22,27,23,9,14,5,0,0,48,9,15,28,0,14,73,0,9,19,28,22,9
20231,A,골목상권,3110566,경의선책거리,CS200006,일반의원,1671396963,19391,1465628541,205768422,381616020,248383715,289685699,176927133,369015974,169304390,36464032,0,326231880,516889669,556454085,271821329,0,331497101,1339899862,567051,262508728,671378145,288976723,229057114,218909202,17422,1969,4316,3446,3021,2744,3895,1886,83,0,4832,5049,7399,2111,0,6688,12703,42,2765,5815,2944,3334,4491
20231,A,골목상권,3110566,경의선책거리,CS200028,미용실,337482806,3850,222980514,114502292,23318187,27445374,73711104,37770425,60735424,76659114,37843178,0,1649895,59190254,118339225,141918610,16384822,108700687,228782119,8990336,90601532,73934992,56344783,55112703,52498460,2434,1416,235,343,622,503,731,925,491,0,63,918,1457,1365,47,1686,2164,31,1179,1189,711,538,202
20231,A,골목상권,3110566,경의선책거리,CS200029,네일숍,1228763,29,1228763,0,0,183532,780988,264243,0,0,0,0,0,557849,183532,487382,0,0,1228763,0,487382,183532,0,557849,0,29,0,0,6,12,11,0,0,0,0,0,6,6,17,0,0,29,0,17,6,0,6,0
20231,A,골목상권,3110566,경의선책거리,CS200030,피부관리실,15658123,69,14381657,1276466,11472000,196894,1575153,481296,656314,748466,528000,529695,0,1006348,87508,2034572,12000000,1057695,14600428,0,437542,2690886,1057695,0,11472000,45,24,9,8,9,4,15,14,10,10,0,9,4,27,19,19,50,0,8,32,19,0,10
20231,A,골목상권,3110566,경의선책거리,CS300001,슈퍼마켓,496886756,50024,359253082,137633674,63030043,70152198,70790315,76846074,78434452,69830881,67802793,0,28053852,74440507,116223322,193288121,84880954,253931365,189735017,4479940,180562619,117294800,47336069,56880302,37112654,36688,13336,6519,7450,7112,7903,7704,6986,6350,0,3246,8551,9934,19629,8664,25415,22578,1270,18909,12347,5603,6011,3852
20231,A,골목상권,3110566,경의선책거리,CS300002,편의점,1319054842,211121,941830877,377223965,179718010,171835201,184655994,187957196,217664476,202637041,174586924,189345466,177124680,198372669,195469431,330994289,227748307,749043481,492069933,14546484,431528337,415973186,177412114,120372122,81281173,151018,60103,28493,28624,28210,30980,34711,32412,27691,24039,32558,35122,33899,53913,31590,118726,84766,3785,75519,67008,27158,19166,10856
20231,A,골목상권,3110566,경의선책거리,CS300011,일반의류,351811878,1928,230141473,121670405,46391595,93612138,26955136,33915155,29267449,91636750,30033655,19909527,0,13551696,110995920,196150757,11203978,221753860,127299931,7966273,97141635,66314905,163295997,11019796,3315185,1085,843,160,222,230,246,227,602,241,185,0,94,582,955,112,1142,754,71,708,572,466,61,18
20231,A,골목상권,3110566,경의선책거리,CS300016,안경,329223731,1370,221887515,107336216,49910803,43415378,37830304,59623742,31107288,44827285,62508931,0,107862,70901751,110915174,147298944,0,216268794,85471798,0,61269999,129136176,67060405,24112808,20161204,928,442,195,151,184,193,205,226,216,0,11,324,508,527,0,892,423,0,294,555,271,108,87
20231,A,골목상권,3110566,경의선책거리,CS300018,의약품,32769968,5741,29553664,3216304,6164139,6695758,5186843,5307344,6199580,3216304,0,0,4734965,9640050,12482448,5912505,0,13006326,19214301,617499,6378434,5841097,5640785,5606701,8136110,5227,514,1239,1011,1010,939,1028,514,0,0,709,1772,2250,1010,0,2398,3308,106,1252,1432,895,910,1109
20231,A,골목상권,3110566,경의선책거리,CS300020,서적,73731136,3856,29467646,44263490,0,0,2581352,13032477,13853817,29191074,15072416,0,0,11649610,40307650,21773876,0,14612298,59118838,0,33130149,7123863,12922686,9223306,11331132,1342,2514,0,0,84,588,670,1927,587,0,0,586,2096,1174,0,670,3186,0,1759,587,671,503,336
20231,A,골목상권,3110566,경의선책거리,CS300022,화장품,23673184,191,23673184,0,3914681,808467,3595550,425509,14928977,0,0,0,0,1233976,20439317,1999891,0,2355191,21317993,0,1787137,1999891,5510340,12020625,2355191,191,0,42,21,43,21,64,0,0,0,0,42,128,21,0,21,170,0,21,21,64,64,21
20231,A,골목상권,3110566,경의선책거리,CS300026,완구,48778882,3822,19555870,29223012,663420,0,8423508,5483799,4985143,22618291,6604721,0,0,76841,27398729,21303312,0,9968577,38810305,2456451,27854907,5460421,9592268,3414835,0,1581,2241,42,0,622,560,357,1514,727,0,0,20,2310,1492,0,646,3176,377,2190,441,565,249,0
20231,A,골목상권,3110566,경의선책거리,CS300031,가구,16120207,16,16120207,0,11008922,5111285,0,0,0,0,0,0,0,0,11008922,5111285,0,11008922,5111285,0,0,5111285,0,11008922,0,16,0,8,8,0,0,0,0,0,0,0,0,8,8,0,8,8,0,0,8,0,8,0
20231,A,골목상권,3110566,경의선책거리,CS300043,전자상거래업,3290673137,179799,2121844917,1168828220,413239403,350276209,488439634,413094843,456794828,622900966,545927254,0,0,485956682,1310986333,1489988222,3741900,407591989,2878207036,120712243,2155091608,641583008,181593825,164765681,22052661,114814,64985,22467,20695,22909,23683,25060,35754,29231,0,0,22868,71716,84681,534,22058,157674,8935,122888,29602,6960,9950,1396
20231,A,골목상권,3110569,홍대땡땡거리,CS100001,한식음식점,944183559,27255,677856621,266326938,125923947,137530211,130413992,119457120,164531351,158875016,107451922,59387224,19969839,207600580,77989617,340733731,238502568,485922183,297645389,4012876,171286403,232506543,153869728,127076128,94815885,20466,6789,3964,4015,4099,3812,4576,3899,2890,924,1003,9959,3093,8393,3883,15043,9813,246,5447,6389,4659,4385,3733
20231,A,골목상권,3110569,홍대땡땡거리,CS100003,일식음식점,50845729,2673,31109875,19735854,406390,6878270,6680951,6552179,10592085,12143220,7592634,0,0,19303026,11685910,19856793,0,14525072,34343056,2489282,28433146,7423006,4605148,5046438,871109,1694,979,24,352,358,392,568,568,411,0,0,1078,592,1003,0,707,1922,148,1460,378,286,319,39
20231,A,골목상권,3110569,홍대땡땡거리,CS100004,양식음식점,270552956,9582,163869614,106683342,22060081,34021315,32183804,34854118,40750296,54805981,51877361,13759885,44031,56322652,19651069,103889880,76885439,129834769,124512928,2899507,85626210,94915653,34280212,27387020,9239097,6454,3128,1139,1378,1216,1396,1325,1564,1564,240,3,3712,1242,3452,933,4590,4593,167,3106,2984,1273,1187,464
20231,A,골목상권,3110569,홍대땡땡거리,CS100005,제과점,395705533,40416,280481841,115223692,49725613,59163363,44737465,61501102,65354298,65640069,49583623,0,70858697,113942609,92381367,92004814,26518046,155786954,218367678,2406246,70876271,81138856,79232749,78146897,62353612,28815,11601,5324,5883,4983,6329,6296,6473,5128,0,7659,11126,9179,9648,2804,16168,23518,341,8159,8979,7900,8000,6307
20231,A,골목상권,3110569,홍대땡땡거리,CS100006,패스트푸드점,38935488,2058,24211548,14723940,5177681,3912357,1575371,8066791,5479348,6277274,8446666,0,0,5211199,7702743,25099787,921759,20738423,16565831,1000024,14025860,8190004,3871364,7664635,2552368,1286,772,261,279,94,335,317,409,363,0,0,307,401,1285,65,1206,814,46,701,525,224,355,169
20231,A,골목상권,3110569,홍대땡땡거리,CS100007,치킨전문점,16605905,1393,11310949,5294956,1186996,2329138,2185868,2305037,3303910,2419518,2875438,294573,0,548977,2141683,7841008,5779664,7482834,7810881,374912,4606123,2572162,2864727,3915081,960711,919,474,134,180,168,208,229,226,248,20,0,73,113,757,430,716,630,33,508,321,214,214,53
20231,A,골목상권,3110569,홍대땡땡거리,CS100008,분식전문점,97535284,10385,68215370,29319914,13712458,13090278,14248578,12669265,14494791,14813790,14506124,0,4408603,41753997,24700956,26671728,0,48039930,48277107,3522329,24635034,22844687,18694489,18120287,8500210,7371,3014,1449,1383,1529,1430,1580,1607,1407,0,338,4598,2543,2906,0,4971,5294,401,2696,2524,1933,2054,657
20231,A,골목상권,3110569,홍대땡땡거리,CS100009,호프-간이주점,1346108313,26950,886456989,459651324,127520047,171475448,172141747,189704047,225615700,287169174,172482150,178178567,840585,4814678,34525201,464755641,662993641,684871544,587134505,5338404,438549116,394755965,219761321,184657960,28943280,17331,9619,3072,3330,3553,3026,4350,5811,3808,3769,126,701,1023,9221,12110,14571,11486,169,8510,7600,3692,5338,742
20231,A,골목상권,3110569,홍대땡땡거리,CS100010,커피-음료,334123286,38113,225174357,108948929,37573549,36225076,45292640,43110248,62972844,57000590,51948339,3766891,13745227,108109014,102135479,88004148,18362527,161815219,156301960,2704532,103004552,88733252,70284614,40716038,12674193,25799,12314,4158,5040,5440,5290,5871,6442,5872,503,1884,11239,12232,9918,2337,17918,19288,415,13797,10925,5804,4648,1620
20231,A,골목상권,3110569,홍대땡땡거리,CS200003,예술학원,578040991,721,388105496,189935495,35535775,65615053,82993872,21404685,182556111,138982503,50952992,0,18419813,25609564,151884871,373157645,8969098,233001690,345039301,0,4031893,41122232,199043255,272927971,60915640,501,220,63,52,105,28,253,176,44,0,31,53,226,394,17,283,438,0,16,92,254,319,40
20231,A,골목상권,3110569,홍대땡땡거리,CS200028,미용실,26981610,711,21480939,5500671,4491217,6345234,3508996,4135383,3000109,2764137,2736534,0,116836,3479269,7094480,14923979,1367046,10024954,15607897,99985,7769313,9091182,3989576,1193846,3488952,587,124,115,150,101,135,86,66,58,0,8,152,174,351,26,363,332,5,159,257,105,56,112
20231,A,골목상권,3110569,홍대땡땡거리,CS200031,세탁소,77841665,4316,50280384,27561281,11779542,8648833,8823217,6986576,14042216,27561281,0,0,12727862,25755715,18404617,20953471,0,32433451,45408214,0,12727430,16458337,13538056,23590811,11527031,3171,1145,776,475,820,496,604,1145,0,0,755,1359,1036,1166,0,2265,2051,0,583,927,819,1232,755
20231,A,골목상권,3110569,홍대땡땡거리,CS300001,슈퍼마켓,40185899,2557,29742215,10443684,1610281,3995238,4002161,16821672,3312863,5227998,5215686,0,3300805,2509594,7831044,25653043,891413,30157064,10028835,314473,21250379,7302671,2163005,5636077,3519294,1702,855,232,282,423,416,349,332,523,0,308,549,674,868,158,1342,1215,58,455,951,375,343,375
20231,A,골목상권,3110569,홍대땡땡거리,CS300003,컴퓨터및주변장치판매,175088126,597,165279870,9808256,25453739,34086279,15038532,2648946,88052374,9808256,0,0,17953962,5285958,118045118,24269271,9533817,15341609,17158483,381830,3461129,6801346,2601216,10536120,8718450,525,72,111,96,104,88,126,72,0,0,40,128,167,214,48,262,176,8,128,136,64,56,48
20231,A,골목상권,3110569,홍대땡땡거리,CS300011,일반의류,32525684,280,12654642,19871042,5631493,4996094,0,953908,1073147,7126892,12744150,0,0,0,7871439,24654245,0,11993997,20531687,0,16880943,0,5950002,9694739,0,130,150,34,48,0,24,24,58,92,0,0,0,92,188,0,102,178,0,102,0,72,106,0
20231,A,골목상권,3110569,홍대땡땡거리,CS300028,화초,29099309,922,16832920,12266389,5403543,3328860,3490620,1497987,3111910,3944242,8322147,0,8322148,6152654,5706700,8917807,0,7561332,16458364,0,10725035,6636943,2496644,0,4161074,555,367,106,83,105,83,178,117,250,0,166,151,178,427,0,188,628,0,461,188,83,0,83
20231,A,골목상권,3110569,홍대땡땡거리,CS300043,전자상거래업,9000000,55,0,9000000,0,0,0,0,0,5190184,3809816,0,0,5190184,0,3809816,0,5190184,3809816,0,3809816,5190184,0,0,0,0,55,0,0,0,0,0,27,28,0,0,27,0,28,0,27,28,0,27,28,0,0,0
20231,A,골목상권,3110580,양원초등학교,CS100001,한식음식점,159354403,14436,128362769,30991634,23023321,27798719,27088499,26060974,24391256,18604926,12386708,415571,17347534,69267827,19709957,51316043,1297471,124551448,31719102,190176,9113397,19189317,12707726,30049623,85020311,11521,2915,2256,2379,2297,2251,2338,1828,1087,17,1362,6808,2101,4050,98,12363,1939,21,812,1193,970,3031,8274
